customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,MonthlyRevenue,RevenuePerTenureMonth,ChurnProbability,RiskLevel,RevenueAtRisk
3223-WZWJM,Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.95,2254.2,1,25-48 Months,83.95,86.69999999999999,0.6099184843683643,High,51.20265676272418
3422-GALYP,Male,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,145.15,0,0-6 Months,79.45,72.575,0.7494846377949447,High,59.54655447280836
9053-JZFKV,Male,No,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.2,7752.3,1,49-72 Months,116.2,115.70597014925372,0.03951499217703713,Low,4.591642090971714
2530-ENDWQ,Female,No,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.7,6585.35,1,49-72 Months,93.7,92.75140845070425,0.07915394101738403,Low,7.416724273328884
2890-WFBHU,Female,No,No,No,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),79.85,4786.1,0,49-72 Months,79.85,81.12033898305086,0.024064442391075098,Low,1.9215457249273464
0327-WFZSY,Male,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.0,3835.55,0,25-48 Months,100.0,98.3474358974359,0.2976270654613971,Low,29.76270654613971
7977-HXJKU,Male,No,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,397.0,0,13-24 Months,19.6,18.904761904761905,0.021578319011405372,Low,0.4229350526235453
6615-ZGEDR,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,1,0-6 Months,19.7,19.7,0.18301437598512058,Low,3.6053832069068754
7033-CLAMM,Female,No,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1027.25,0,25-48 Months,20.2,21.401041666666668,0.006130630976171982,Low,0.12383874571867404
4023-RTIQM,Female,Yes,Yes,No,31,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),50.4,1580.1,0,25-48 Months,50.4,50.97096774193548,0.08118437009570438,Low,4.091692252823501
0864-FVJNJ,Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,113.35,7222.75,0,49-72 Months,113.35,112.85546875,0.11283730806283128,Low,12.790108868921925
7356-IWLFW,Male,No,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.0,3769.7,0,25-48 Months,80.0,81.95,0.3481708952467722,Medium,27.853671619741775
9541-PWTWO,Female,No,No,No,52,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.95,4233.95,0,49-72 Months,80.95,81.42211538461538,0.040278216757275484,Low,3.2605216465014504
3967-VQOGC,Female,No,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.9,1680.25,0,49-72 Months,24.9,25.078358208955223,0.004334663659587305,Low,0.10793312512372388
7872-RDDLZ,Female,Yes,No,No,67,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.9,3725.5,0,49-72 Months,54.9,55.6044776119403,0.08038666795244553,Low,4.41322807058926
9250-WYPLL,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.55,413.65,1,0-6 Months,75.55,82.72999999999999,0.6394134539907934,High,48.30768644900444
6308-CQRBU,Female,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.25,7707.7,0,49-72 Months,109.25,108.55915492957746,0.07789101953631368,Low,8.50959388434227
2754-XBHTB,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.65,714.15,1,7-12 Months,77.65,79.35,0.610390791799218,High,47.39684498320928
1597-LHYNC,Female,Yes,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.0,2497.2,1,25-48 Months,95.0,96.04615384615384,0.517677260560995,Medium,49.17933975329452
0186-CAERR,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),116.3,8309.55,0,49-72 Months,116.3,117.03591549295774,0.10751220310551422,Low,12.503669221171304
3043-SUDUA,Female,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,601.55,0,25-48 Months,19.9,18.7984375,0.047538315150287704,Low,0.9460124714907252
5442-BHQNG,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.35,139.25,0,0-6 Months,70.35,69.625,0.6527113629906607,High,45.91824438639298
2169-RRLFW,Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.6,1888.25,0,49-72 Months,25.6,26.59507042253521,0.002267550768718889,Low,0.05804929967920356
5872-OEQNH,Female,No,No,No,60,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.45,2773.9,0,49-72 Months,44.45,46.23166666666667,0.040474631578449355,Low,1.799097373662074
3162-KKZXO,Female,Yes,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,5409.75,0,49-72 Months,100.15,98.35909090909092,0.30340030183894395,Medium,30.38554022917024
7055-VKGDA,Male,No,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.4,5643.4,1,49-72 Months,105.4,104.5074074074074,0.11159476336162888,Low,11.762088058315685
0754-UKWQP,Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,197.7,1,0-6 Months,95.85,98.85,0.7651581812824152,High,73.3404116759195
8873-GLDMH,Female,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.85,401.3,0,0-6 Months,73.85,66.88333333333334,0.6292341969041245,High,46.46894544136959
5696-JVVQY,Female,No,Yes,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),70.1,3238.4,0,25-48 Months,70.1,67.46666666666667,0.03164898326006102,Low,2.2185937265302775
8946-BFWSG,Male,No,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,1573.05,0,49-72 Months,25.25,24.96904761904762,0.0034078339740444114,Low,0.08604780784462139
7493-TPUWZ,Male,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,79.15,1,0-6 Months,79.15,79.15,0.7555942658152492,High,59.80528613927698
0547-HURJB,Male,No,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05,235.8,0,7-12 Months,21.05,19.65,0.11031681362536612,Low,2.3221689268139567
8904-OPDCK,Male,Yes,Yes,No,54,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.95,1364.75,0,49-72 Months,24.95,25.27314814814815,0.07184181444509481,Low,1.7924532704051155
8845-LWKGE,Female,No,Yes,Yes,30,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,64.5,1985.15,0,25-48 Months,64.5,66.17166666666667,0.16311191896311994,Low,10.520718773121237
1577-HKTFG,Female,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,655.85,1,25-48 Months,19.65,21.861666666666668,0.053295392705979085,Low,1.047254466672489
8752-STIVR,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,303.15,1,0-6 Months,79.0,75.7875,0.7375319279949517,High,58.265022311601186
0691-NIKRI,Female,No,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,4335.2,0,25-48 Months,105.95,108.38,0.22940972411283675,Low,24.305960269755055
5022-JNQEQ,Female,No,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,0,7-12 Months,75.85,71.94444444444444,0.6086036276082372,High,46.16258515408479
4558-FANTW,Female,No,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.85,1574.45,1,13-24 Months,91.85,92.61470588235296,0.3621716165644628,Medium,33.26546298144591
3249-VHRIP,Female,No,No,No,62,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.6,2748.7,0,49-72 Months,43.6,44.33387096774193,0.019400427406971208,Low,0.8458586349439448
3736-BLEPA,Male,No,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.25,2483.65,0,25-48 Months,91.25,88.70178571428572,0.24623669575111726,Low,22.46909848728945
4701-LKOZD,Female,No,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.75,6367.2,0,49-72 Months,89.75,90.96,0.011618396553967184,Low,1.0427510907185549
6603-QWSPR,Female,No,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,4904.2,0,25-48 Months,104.4,106.61304347826086,0.12169917756400256,Low,12.705394137681868
9921-QFQUL,Female,No,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,90.15,2044.95,0,13-24 Months,90.15,88.9108695652174,0.4363709309903198,Medium,39.338839428777334
1929-ZCBHE,Male,No,Yes,Yes,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,40.3,1794.8,0,25-48 Months,40.3,38.18723404255319,0.02631375777235668,Low,1.0604444382259741
4378-MYPGO,Male,No,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.25,7173.15,0,49-72 Months,105.25,105.4875,0.07105931392963798,Low,7.478992791094397
8651-ENBZX,Female,Yes,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.0,6441.4,1,49-72 Months,106.0,107.35666666666664,0.233645226444356,Low,24.766394003101738
4129-LYCOI,Female,No,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,104.0,7039.05,0,49-72 Months,104.0,105.06044776119404,0.1141586915797014,Low,11.872503924288946
7798-JVXYM,Female,No,No,No,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.65,921.4,0,13-24 Months,69.65,65.81428571428572,0.41189067558817083,Medium,28.6881855547161
8647-SDTWQ,Male,No,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.3,4018.35,0,49-72 Months,74.3,70.49736842105263,0.324777556119912,Medium,24.13097241970946
2696-ECXKC,Female,No,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,100.9,5448.6,0,49-72 Months,100.9,99.06545454545456,0.1054199328710939,Low,10.636871226693374
2081-KJSQF,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,0,0-6 Months,20.25,20.25,0.25552853468111675,Low,5.1744528272926145
7623-TRNQN,Male,No,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,49.9,1,0-6 Months,49.9,49.9,0.39993673212028924,Medium,19.95684293280243
3323-CPBWR,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.9,2085.45,0,13-24 Months,96.9,90.67173913043476,0.4305799717622252,Medium,41.723199263759625
9330-IJWIO,Female,No,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.35,1358.85,1,13-24 Months,100.35,104.52692307692308,0.6122442255525987,High,61.43870803420328
3384-CTMSF,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,5135.15,0,25-48 Months,104.1,109.25851063829786,0.5608702543101747,Medium,58.38659347368918
0902-RFHOF,Male,No,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,730.1,0,25-48 Months,20.1,19.21315789473684,0.01862229501753725,Low,0.3743081298524987
9286-DOJGF,Female,Yes,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,1,25-48 Months,74.95,75.52236842105263,0.38171549130737314,Medium,28.609576073487617
6048-QBXKL,Female,Yes,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.55,118.25,0,0-6 Months,56.55,59.125,0.481204287782224,Medium,27.212102474084766
9661-MHUMO,Male,Yes,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,1,0-6 Months,49.25,49.25,0.38104220354555135,Medium,18.766328524618405
7718-RXDGG,Male,No,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.6,1108.6,0,13-24 Months,68.6,73.90666666666667,0.5511105339319986,Medium,37.806182627735105
1025-FALIX,Female,No,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.05,1815.65,0,25-48 Months,69.05,69.83269230769231,0.4444821538617433,Medium,30.69149272415337
3451-VAWLI,Female,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,730.4,0,25-48 Months,19.7,20.86857142857143,0.010598207883608858,Low,0.2087846953070945
3407-QGWLG,Male,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,75.45,0,0-6 Months,20.05,25.15,0.238605066131838,Low,4.784031575943352
1842-EZJMK,Male,No,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.7,5071.05,1,49-72 Months,103.7,101.421,0.31641517959358545,Medium,32.812254123854814
2347-WKKAE,Male,No,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.4,4014.6,0,25-48 Months,94.4,95.58571428571427,0.4144862459403856,Medium,39.1275016167724
8735-DCXNF,Male,No,Yes,No,10,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.95,568.85,0,7-12 Months,54.95,56.885000000000005,0.21723107144515974,Low,11.936847375911528
3214-IYUUQ,Female,No,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),93.7,5860.7,0,49-72 Months,93.7,96.07704918032786,0.056898900132394924,Low,5.331426942405405
1936-UAFEH,Female,No,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7279.35,0,49-72 Months,110.25,107.04926470588236,0.03215751646767555,Low,3.545366190561229
3587-PMCOY,Male,No,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.9,1064.95,0,7-12 Months,98.9,106.495,0.4530601380566825,Medium,44.8076476538059
8079-XRJRS,Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,89.75,5769.6,1,49-72 Months,89.75,88.76307692307692,0.09799211578815195,Low,8.794792391986638
1027-LKKQQ,Female,No,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5886.85,0,49-72 Months,80.45,81.76180555555555,0.01402541029712986,Low,1.1283442584040972
7148-XZPHA,Male,No,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,79.4,4238.45,0,49-72 Months,79.4,77.06272727272727,0.20144880570284635,Low,15.995035172806
8073-IJDCM,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,20.3,1,0-6 Months,20.3,20.3,0.2555720185759368,Low,5.188111977091517
5309-TAIKL,Female,No,No,No,7,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),62.8,418.3,0,7-12 Months,62.8,59.75714285714286,0.2662138110892933,Low,16.71822733640762
6856-RAURS,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.9,136.05,0,0-6 Months,74.9,68.025,0.661381130734846,High,49.537446692039964
8778-LMWTJ,Female,No,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.85,708.2,0,7-12 Months,74.85,78.6888888888889,0.5922615045377259,Medium,44.33077361464878
9717-IOAAF,Male,No,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.85,788.55,0,25-48 Months,25.85,29.205555555555552,0.02544321310116923,Low,0.6577070586652246
8884-ADFVN,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,1,7-12 Months,101.95,100.12142857142858,0.7476911790511023,High,76.22711570425987
2845-KDHVX,Female,No,Yes,No,64,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,68.3,4378.8,0,49-72 Months,68.3,68.41875,0.02204504484516423,Low,1.5056765629247169
0848-SOMKO,Male,No,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),48.4,3442.8,0,49-72 Months,48.4,49.182857142857145,0.004464715582244882,Low,0.21609223418065227
2720-WGKHP,Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,181.7,1,0-6 Months,94.0,90.85,0.7629042141818457,High,71.7129961330935
6734-FQAJX,Male,Yes,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.05,7171.7,0,49-72 Months,105.05,107.04029850746268,0.07588759646728754,Low,7.971992008888556
2869-ADAWR,Female,No,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,1,25-48 Months,89.3,89.26333333333334,0.37443564919189765,Medium,33.43710347283646
1535-VTJOQ,Female,No,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,553.0,0,13-24 Months,25.15,23.041666666666668,0.018321557302097478,Low,0.46078716614775156
6368-TZZDT,Male,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,96.85,0,0-6 Months,19.5,24.2125,0.04408503813055549,Low,0.8596582435458321
0943-ZQPXH,Male,No,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.95,4122.9,0,25-48 Months,92.95,93.70227272727271,0.40982319889843855,Medium,38.09306633760986
1293-BSEUN,Female,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.7,1482.3,0,49-72 Months,20.7,20.5875,0.00309099152343835,Low,0.06398352453517384
9894-EZEWG,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,74.3,1,0-6 Months,74.3,74.3,0.6515289874999307,High,48.40860377124485
1302-TPUBN,Male,No,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1240.8,0,49-72 Months,19.35,18.8,0.0025118305889929196,Low,0.048603921897013
7851-FLGGQ,Male,No,No,No,1,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65,44.65,1,0-6 Months,44.65,44.65,0.3941911789724843,Medium,17.600636141121424
0637-UBJRP,Male,No,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.05,1095.3,1,13-24 Months,84.05,84.25384615384615,0.4718692347824329,Medium,39.660609183463485
0940-OUQEC,Male,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,1,7-12 Months,80.7,78.88,0.6059700961662231,High,48.90178676061421
2378-VTKDH,Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,6578.55,0,49-72 Months,104.35,101.20846153846152,0.42679716960812925,Medium,44.53628464860829
0927-CNGRH,Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,0,0-6 Months,19.55,19.55,0.1829118714266543,Low,3.5759270863910917
8608-OZTLB,Male,No,Yes,Yes,38,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,74.05,2802.3,0,25-48 Months,74.05,73.74473684210527,0.06287420252695158,Low,4.655834697120764
2335-GSODA,Male,No,No,Yes,23,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,40.1,857.75,0,13-24 Months,40.1,37.29347826086956,0.024950593528063936,Low,1.0005188004753638
1952-DVVSW,Female,No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,184.4,0,7-12 Months,20.1,18.44,0.06675444901445672,Low,1.3417644251905803
0702-PGIBZ,Male,No,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.7,364.55,1,0-6 Months,101.7,91.1375,0.7591478689620612,High,77.20533827344163
6656-GULJQ,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.55,6093.3,0,49-72 Months,83.55,84.62916666666666,0.014342626487544618,Low,1.1983264430343528
9853-JFZDU,Female,No,Yes,No,35,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,56.85,1861.1,0,25-48 Months,56.85,53.17428571428571,0.15725574919882465,Low,8.939989341953181
1963-VAUKV,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,1,0-6 Months,20.4,20.4,0.18349331998891658,Low,3.743263727773898
3777-XROBG,Female,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,1079.65,0,49-72 Months,19.55,18.614655172413794,0.0034865292435942137,Low,0.06816164671226688
6994-FGRHH,Male,No,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.15,7475.1,0,49-72 Months,106.15,106.78714285714288,0.1944551824303332,Low,20.64141761497987
4000-VGMQP,Male,No,Yes,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.95,2862.55,0,25-48 Months,78.95,75.33026315789475,0.09627809615226109,Low,7.601155691221013
3999-WRNGR,Female,No,Yes,Yes,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.75,3069.45,0,49-72 Months,49.75,51.1575,0.13566376885683515,Low,6.749272500627549
3466-RITXD,Male,No,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.4,2349.8,0,25-48 Months,92.4,90.37692307692308,0.38620840609660145,Medium,35.68565672332598
2680-XKKNJ,Female,No,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),58.2,469.25,0,7-12 Months,58.2,58.65625,0.09289346062952601,Low,5.406399408638414
3058-HJCUY,Male,No,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,102.6,4213.35,1,25-48 Months,102.6,102.76463414634148,0.3029978122944907,Medium,31.087575541414743
2974-GGUXS,Female,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.95,3301.05,0,25-48 Months,91.95,91.69583333333334,0.4427909758443822,Medium,40.71463022889095
7994-XIRTR,Male,Yes,No,No,54,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),65.25,3529.95,0,49-72 Months,65.25,65.36944444444444,0.03499774895367977,Low,2.283603119227605
3259-FDWOY,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.0,7723.7,1,49-72 Months,106.0,108.78450704225352,0.11147493173323966,Low,11.816342763723405
2101-RANCD,Female,No,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.1,4144.9,0,49-72 Months,73.1,75.36181818181818,0.3555017459141398,Medium,25.987177626323618
7921-BEPCI,Female,No,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),59.75,4265.0,0,49-72 Months,59.75,59.23611111111112,0.008022477725947,Low,0.4793430441253333
0807-ZABDG,Female,No,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.1,154.65,1,0-6 Months,55.1,51.55,0.27838694866719405,Low,15.339120871562391
